UDI,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,y
409,M,297.4,308.6,1434,44.4,193,0
3061,L,300.0,309.1,1882,23.8,84,0
686,M,297.7,309.0,1636,29.7,32,0
3076,M,300.1,309.2,1385,46.1,120,0
5321,L,303.4,312.7,1363,45.5,26,0
5857,H,301.2,310.9,1598,35.9,71,0
9150,M,297.5,308.6,1429,50.5,129,0
9265,M,298.3,309.0,1526,36.9,20,0
5285,M,303.8,313.2,1732,29.6,147,0
7852,L,300.4,311.7,1373,47.2,3,0
2527,L,298.8,308.6,1501,35.0,55,0
3931,M,302.6,311.6,2041,19.2,174,0
7948,L,300.8,311.7,1426,45.5,16,0
7867,L,300.5,311.9,1431,49.4,37,0
6811,L,301.0,310.7,1727,34.5,127,0
4466,L,302.8,310.6,1404,43.2,203,0
4745,L,303.3,311.3,1393,47.4,18,0
9792,M,298.5,309.4,1521,37.5,94,0
3372,L,301.4,310.7,1989,21.8,19,0
535,L,297.5,309.3,1623,33.4,74,0
623,M,298.4,310.2,1725,32.0,80,0
6232,M,301.3,311.0,1495,40.8,148,0
3868,M,302.7,311.6,2709,9.7,2,1
2149,L,299.4,308.9,1583,34.1,176,0
9692,L,299.0,310.0,1582,31.9,51,0
1487,M,298.2,309.2,1524,34.6,161,0
7910,L,300.7,312.2,1590,38.5,148,0
1149,L,297.1,308.0,1348,58.0,162,0
821,L,296.7,307.6,1516,37.4,146,0
6790,M,301.1,310.5,1646,30.7,76,0
3899,M,302.1,311.1,1423,36.8,80,0
4117,M,302.0,310.5,1381,58.4,201,0
7592,M,300.5,311.1,1296,61.3,202,1
1806,H,298.1,307.7,1376,56.2,113,0
3387,H,301.5,310.8,1474,38.7,58,0
113,M,298.8,308.7,1498,39.5,89,0
6405,M,300.2,309.7,1183,61.4,170,0
8162,H,299.6,311.0,1714,30.2,128,0
9825,L,298.4,309.3,1504,39.3,192,0
3449,L,301.6,310.6,1478,36.6,218,0
3510,L,301.8,311.0,1771,27.2,162,0
6579,L,301.4,310.4,1543,40.9,190,0
484,L,297.4,309.0,1324,56.9,173,0
5212,L,303.7,312.5,1433,53.6,185,0
7902,L,300.8,312.4,1365,44.5,129,0
8721,L,297.3,308.8,1554,36.1,70,0
1152,L,297.0,307.9,1350,47.7,168,0
1847,H,297.7,307.3,1514,38.6,19,0
2292,M,299.5,308.8,1886,20.9,117,0
7192,L,300.3,310.3,1629,34.1,52,0
6687,L,301.7,311.0,1715,24.8,17,0
725,L,297.5,308.9,1390,44.6,140,0
7275,M,300.2,310.3,1478,38.1,45,0
3972,H,302.2,311.4,1625,35.4,70,0
2669,M,299.8,309.3,1640,31.1,211,0
541,L,297.4,309.4,1473,45.5,94,0
3447,H,301.6,310.6,1400,49.5,211,0
6553,L,301.4,310.7,1786,26.1,123,0
1506,L,298.0,308.7,1626,36.7,210,0
8998,M,297.1,307.9,1609,38.9,166,0
6333,M,300.5,309.9,1994,19.8,189,0
7220,M,299.8,309.7,1556,37.7,124,0
2668,M,299.8,309.3,1663,35.2,208,0
6306,M,301.1,310.5,1603,32.6,121,0
1914,M,298.0,307.8,1492,40.2,197,0
4011,M,302.1,311.1,1605,37.6,171,0
1938,L,298.2,308.0,1411,42.4,48,0
6378,L,300.1,309.6,1541,37.0,96,0
7926,M,300.7,311.9,1697,28.2,191,0
5323,M,303.4,312.7,1357,55.3,31,0
5500,H,302.9,312.3,1417,48.7,26,0
9416,M,298.2,308.7,1361,44.2,0,0
5685,H,302.2,311.6,1594,36.8,82,0
7667,M,300.6,311.7,1424,50.8,182,0
75,L,298.9,309.0,1601,32.3,202,0
689,H,297.6,309.0,1735,26.4,41,0
3460,L,301.5,310.4,1270,54.2,26,0
9310,L,298.3,309.2,1562,37.6,137,0
3576,L,301.7,310.5,1567,39.1,114,0
8178,L,299.7,311.1,1439,44.9,174,0
3322,L,301.5,310.6,1522,41.0,114,0
7545,L,300.2,311.4,1425,44.2,84,0
9122,L,297.3,308.3,1396,45.9,64,0
9932,L,298.3,308.3,1432,46.9,65,0
635,L,298.3,309.9,1507,41.6,112,0
4221,M,301.9,310.6,1260,65.9,29,0
8959,M,297.4,308.1,1734,27.7,70,0
9948,M,298.2,307.9,1529,36.6,105,0
3995,L,302.3,311.4,1434,40.3,133,0
1750,L,298.3,307.7,1576,33.8,171,0
1584,L,298.2,308.4,1310,61.0,189,1
9505,L,299.2,310.3,1440,47.0,21,0
463,L,297.4,308.7,1433,43.4,116,0
3368,H,301.5,310.7,1790,26.2,8,0
8545,H,298.5,309.4,2011,21.0,59,0
4773,M,303.6,312.0,1435,37.9,98,0
4302,L,301.7,310.2,1471,51.1,8,0
6157,L,301.1,311.1,1508,41.5,184,0
6555,M,301.4,310.7,1639,29.8,127,0
3108,M,299.8,309.1,1456,39.4,209,0
4361,L,302.1,310.1,1543,35.8,164,0
6948,M,300.7,311.3,1562,37.1,58,0
9707,M,299.0,310.1,1705,30.1,84,0
3335,M,301.6,310.8,1548,34.2,143,0
8213,H,299.2,310.5,1329,48.9,30,0
5022,L,304.0,313.0,1350,61.1,88,0
9479,L,298.8,309.6,1890,24.0,173,0
3426,M,301.5,310.5,1623,33.5,157,0
3603,M,301.7,310.6,1417,45.2,185,0
6149,L,301.1,311.2,1564,37.0,165,0
1840,L,297.7,307.1,1715,30.2,0,0
5877,L,301.5,311.1,1426,52.1,121,0
5314,M,303.7,312.9,1566,32.6,9,0
8147,L,299.6,310.9,1533,31.8,91,0
9448,M,298.1,308.9,1323,51.7,88,0
4520,L,302.4,310.4,1666,29.7,125,0
309,L,297.9,308.5,1305,47.2,155,0
666,L,297.5,308.9,1729,28.1,189,0
4049,L,301.9,311.0,2691,12.1,31,1
1928,H,298.0,307.8,1314,47.8,19,0
317,L,297.8,308.4,1714,33.2,177,0
4315,H,301.4,310.1,1623,32.3,39,0
4808,L,303.5,312.4,1503,36.5,191,0
101,L,298.8,308.9,1852,25.0,57,0
6602,M,301.5,310.7,1347,47.9,29,0
868,H,295.9,306.5,1594,33.2,55,0
1558,L,298.3,308.4,1585,30.6,127,0
8194,L,299.5,310.8,1873,22.3,211,0
4362,M,302.1,310.1,1379,48.2,166,1
3674,H,302.3,311.7,1449,44.5,152,0
3638,M,302.2,311.4,1626,31.6,62,0
4150,L,301.9,310.4,1603,37.6,69,0
762,L,296.7,307.8,1646,34.6,238,0
3668,L,302.3,311.6,1665,34.3,139,0
6877,L,300.8,311.2,1430,54.4,85,0
7529,M,300.1,311.3,1748,26.6,42,0
1541,M,298.4,309.1,1525,39.3,86,0
8612,L,297.4,308.3,1472,45.5,2,0
1694,H,298.0,307.5,1683,27.8,26,0
6087,L,300.9,310.8,1482,37.0,5,0
6611,L,301.5,310.4,1543,34.0,55,0
6356,L,300.1,309.7,1481,37.9,34,0
2275,L,299.3,308.6,1520,33.7,76,0
2395,L,299.2,308.5,1488,40.3,148,0
6504,M,300.9,309.9,1465,42.9,209,0
3533,L,301.9,310.9,1486,40.3,6,0
5038,M,304.1,313.2,1586,41.1,129,0
2488,H,298.9,308.6,1623,31.0,180,0
8247,L,299.0,310.3,1552,39.9,114,0
5662,L,302.2,311.4,1397,53.0,17,0
2877,M,300.5,309.3,1578,30.5,34,0
6345,H,300.2,309.8,1374,47.7,8,0
3220,M,300.6,309.6,1503,38.4,68,0
1034,H,296.4,307.5,1556,38.0,62,0
9210,M,298.0,309.0,1393,55.9,79,0
7920,L,300.8,312.0,1496,40.0,175,0
2125,L,299.2,308.9,1430,39.1,117,0
1489,L,298.2,309.1,1568,36.3,166,0
4389,L,302.0,309.8,1701,27.2,4,0
8498,M,298.3,309.4,1509,34.2,141,0
5958,L,300.7,310.9,1637,37.2,115,0
6860,M,301.1,311.3,1909,22.7,38,0
3661,L,302.3,311.6,1398,49.1,119,0
7662,L,300.5,311.6,1575,32.5,168,0
5250,M,303.4,312.9,1422,39.9,63,0
6021,L,300.7,310.8,1619,34.9,57,0
7369,M,299.6,310.2,1620,30.0,70,0
6629,L,301.6,310.5,1593,34.5,102,0
1196,M,297.0,308.0,1408,47.9,54,0
5560,M,302.5,312.0,1451,43.2,189,0
3656,L,302.1,311.4,1686,30.9,106,0
2896,M,300.7,309.6,1473,48.1,87,0
4591,L,302.8,311.1,1456,36.1,89,0
7506,L,300.5,311.9,1546,39.4,203,0
6274,L,301.2,310.8,1711,28.9,38,0
9623,L,298.9,310.0,1794,27.2,114,0
2631,L,300.0,309.8,1372,39.6,105,0
705,L,297.7,308.9,1516,33.7,92,0
1865,L,297.9,307.7,1546,37.6,72,0
6407,L,300.2,309.8,1526,45.6,175,0
7719,H,300.6,311.7,1427,44.6,87,0
4873,L,303.7,312.4,1316,59.3,137,0
1053,L,296.7,307.7,1927,23.9,112,0
4924,M,303.4,312.2,1972,23.5,59,0
3338,L,301.6,310.8,1564,34.1,150,0
7624,L,300.6,311.7,1734,29.9,72,0
8953,M,297.2,308.0,1478,42.5,56,0
6185,L,301.0,311.0,1553,35.8,26,0
5836,L,301.3,311.2,1668,30.1,18,0
2534,L,298.8,308.7,1490,33.6,71,0
8986,L,297.1,307.8,1584,42.3,135,0
4293,M,301.8,310.1,2372,13.9,205,1
2610,L,299.4,309.2,1621,34.5,48,0
7935,M,300.8,311.9,1621,28.3,211,0
2771,L,300.0,309.6,1364,45.9,16,0
4977,L,303.7,312.7,1359,56.8,194,1
7551,M,300.3,311.4,1554,34.3,99,0
6803,M,301.1,310.7,1621,31.0,108,0
6243,L,301.0,310.4,1476,43.6,173,0
6879,H,300.9,311.2,1518,35.0,90,0
9482,L,298.9,309.6,1365,50.9,183,0
1868,L,298.1,307.9,1502,41.8,79,0
601,L,297.8,309.7,1547,37.3,25,0
2156,L,299.3,308.8,1341,47.7,199,0
156,H,298.4,308.2,1987,19.8,198,0
9027,M,297.5,308.4,1685,28.1,15,0
2052,M,299.4,309.2,1470,44.4,135,0
8013,M,300.9,312.0,1375,56.1,182,0
6263,L,301.0,310.6,1641,33.4,12,0
8902,L,297.3,308.6,1446,50.1,144,0
5009,H,303.7,312.8,1488,42.8,54,0
6540,L,301.4,310.7,1436,54.1,90,0
3151,L,300.4,309.8,1513,32.9,117,0
9743,L,298.9,310.2,1623,37.2,177,0
950,L,295.6,306.3,1636,32.7,56,0
7538,L,300.1,311.3,1305,64.7,66,0
5819,L,301.3,311.0,1539,36.9,206,0
8016,M,301.0,312.0,1558,37.5,190,0
5019,M,303.9,313.0,1620,36.6,80,0
361,M,297.5,308.3,1521,38.2,74,0
4278,L,302.2,310.4,1743,28.1,170,0
6865,L,301.1,311.3,1268,60.0,53,0
4037,L,302.0,310.8,1445,49.1,2,0
3018,L,300.5,309.8,1305,51.7,202,0
716,L,297.4,308.6,1324,59.1,118,0
6068,L,301.0,311.0,1582,37.5,176,0
2895,L,300.7,309.6,1733,24.8,85,0
846,L,296.3,307.3,1439,41.5,208,0
6331,M,300.5,310.0,1580,37.0,181,0
7297,H,300.0,310.4,1881,21.9,102,0
9941,M,298.3,308.1,1722,28.6,89,0
7167,M,300.3,310.2,1429,44.7,203,0
8058,L,300.2,311.5,1549,37.2,67,0
7403,M,299.8,310.8,1463,43.5,156,0
8869,L,297.9,309.0,1456,46.5,52,0
88,L,299.0,309.0,1544,31.8,25,0
6983,L,300.7,311.1,1440,43.0,148,0
7443,L,300.0,311.5,1601,36.9,35,0
5456,M,303.1,312.6,1895,23.5,129,0
9299,L,298.1,308.9,1313,50.6,108,0
3838,L,302.4,311.2,1450,47.9,154,0
2911,L,300.6,309.5,1576,38.8,124,0
4380,M,301.8,309.5,1732,30.1,220,0
6279,L,301.2,310.7,1568,38.3,49,0
3446,M,301.6,310.6,1599,36.1,208,0
4815,L,303.4,311.8,1401,53.0,208,1
3416,L,301.4,310.4,1579,36.9,133,0
6522,L,301.1,310.1,1666,27.2,40,0
2625,H,299.7,309.5,1375,46.8,86,0
1062,L,296.7,307.9,1420,50.1,138,0
2185,L,299.8,309.4,1475,43.4,51,0
8339,L,298.8,309.7,1740,28.5,152,0
6547,M,301.4,310.8,1530,39.9,107,0
7489,L,300.3,311.7,1545,43.5,160,0
9099,L,297.3,308.1,1468,49.8,0,0
3089,M,300.0,309.1,1624,30.8,155,0
41,L,298.8,309.1,1362,45.4,113,0
3520,M,301.9,310.9,1569,32.5,188,0
6276,L,301.3,310.8,1628,32.2,43,0
3429,L,301.6,310.6,1391,49.4,164,0
9064,L,297.2,308.3,1419,39.7,115,0
7181,M,300.2,310.2,1628,30.3,27,0
5610,M,303.1,312.4,1378,50.1,104,0
576,M,297.9,309.9,1410,55.4,188,0
4878,M,303.7,312.4,1546,33.7,149,0
8202,M,299.3,310.9,1826,25.1,2,0
8282,H,298.9,310.6,1519,38.8,213,0
1692,L,297.9,307.5,1602,38.3,21,0
2363,H,299.3,308.6,1520,41.4,67,0
6927,H,301.1,311.6,1417,53.4,0,0
7386,M,299.8,310.5,1375,53.9,110,0
2397,M,299.1,308.5,1592,34.2,153,0
754,L,296.8,308.0,1536,40.4,217,0
8297,L,298.9,310.3,1436,39.0,32,0
9036,M,297.3,308.1,1731,27.7,42,0
1570,M,298.1,308.2,1654,35.3,155,0
2254,L,299.2,308.4,1386,54.1,26,0
3080,L,300.1,309.3,1340,56.0,130,0
1631,L,297.9,307.9,1412,44.5,85,0
1354,M,298.6,310.1,1444,48.1,39,0
1422,L,298.7,309.8,1589,31.8,217,0
892,L,295.7,306.1,1408,47.9,117,0
639,L,298.0,309.6,1536,37.3,120,0
5369,M,303.1,312.5,1667,30.0,160,0
2215,H,299.7,309.2,1355,44.8,127,0
1389,H,298.9,310.1,1491,45.3,133,0
4565,L,302.8,310.8,1516,39.5,23,0
5336,M,303.3,312.4,1505,38.9,68,0
6678,L,301.5,310.7,1435,38.5,224,0
9736,L,299.0,310.1,1444,47.7,161,0
644,M,297.8,309.4,1495,36.5,132,0
1765,H,298.2,307.6,1318,55.7,0,0
1727,L,298.3,307.8,1906,22.1,104,0
500,L,297.5,309.1,1515,35.1,213,0
2982,H,300.4,309.4,1530,40.4,112,0
1534,M,298.0,308.9,1339,51.4,68,0
6754,L,301.6,310.9,1385,50.7,195,0
8274,M,299.0,310.6,1787,22.2,192,0
9803,H,298.4,309.3,1984,19.2,132,0
6638,H,301.5,310.5,1453,48.0,124,0
6901,L,301.0,311.7,1670,31.3,150,0
2206,L,299.9,309.2,1624,34.6,105,0
7976,M,301.2,312.3,1548,38.3,87,0
3167,M,300.4,309.7,1539,37.7,156,0
1593,L,298.1,308.4,1592,38.2,211,0
1685,L,297.8,307.3,1438,44.5,3,0
9587,L,299.4,310.6,1348,54.5,22,0
1055,H,296.8,307.8,1627,30.5,117,0
4694,M,303.4,311.5,1817,24.7,125,0
4233,L,302.2,310.9,1452,42.3,56,0
5539,M,302.3,311.8,1879,23.0,124,0
2415,L,299.1,308.5,1415,43.4,0,0
5547,L,302.3,311.7,1453,41.2,147,0
408,M,297.4,308.5,1600,42.1,190,0
417,L,297.4,308.5,1495,37.8,211,0
6097,M,300.8,310.7,1483,40.8,28,0
4140,H,301.7,310.2,1620,30.8,42,0
7889,L,300.7,312.3,1577,33.2,100,0
8535,M,298.6,309.5,1404,43.3,33,0
3259,L,301.2,309.9,1643,32.9,171,0
2078,L,299.4,309.4,1701,31.2,199,0
1027,L,296.4,307.4,1512,36.8,46,0
8116,L,300.4,311.8,1367,57.2,10,0
6660,L,301.3,310.3,1626,31.3,180,0
4343,M,301.7,309.8,1284,68.2,111,1
2079,M,299.4,309.3,1692,28.4,201,0
4032,L,302.0,310.8,1447,42.7,229,0
436,L,297.4,308.3,1493,41.2,43,0
246,M,297.9,308.1,1627,31.4,209,0
4867,L,303.6,312.4,1781,28.7,124,0
2603,L,299.4,309.2,1427,41.5,29,0
8550,L,298.3,309.3,1558,37.2,73,0
3312,L,301.3,310.4,1459,44.7,92,0
7531,M,300.1,311.4,1617,39.3,47,0
1479,L,298.3,309.4,1568,35.8,140,0
828,L,296.5,307.3,1501,42.1,162,0
2312,M,299.1,308.6,1491,38.5,166,0
115,L,298.8,308.6,1680,29.4,95,0
3610,M,301.7,310.9,1644,32.5,201,0
7032,L,300.7,310.8,1479,49.1,71,0
5934,L,300.5,310.5,1373,47.4,56,0
1572,L,298.3,308.4,1528,37.3,160,0
7232,L,299.8,309.9,1553,36.6,157,0
6594,L,301.6,310.7,1679,29.5,10,0
6357,M,300.1,309.7,1420,48.4,36,0
5670,M,302.2,311.5,1479,39.5,36,0
303,H,297.8,308.4,1512,35.1,138,0
4884,M,303.8,312.6,1684,29.3,167,0
6174,L,300.8,310.7,1633,27.8,0,0
6342,M,300.4,309.8,1421,47.2,0,0
6440,L,300.6,310.1,1656,32.7,44,0
9637,L,299.2,310.3,1507,41.3,158,0
8233,L,299.1,310.6,1326,49.7,78,0
5515,L,302.7,312.0,1828,24.0,63,0
8800,L,297.3,308.4,1472,41.3,67,0
7155,L,300.3,310.1,1483,39.9,174,0
2357,H,299.3,308.6,1498,39.5,47,0
2306,H,299.2,308.5,1342,47.5,147,0
8115,H,300.4,311.8,2496,13.5,5,0
4686,M,303.6,311.8,1627,30.8,104,0
7301,L,300.2,310.6,1431,42.3,113,0
3763,M,302.3,311.0,1526,37.7,171,0
4784,L,303.7,312.5,1641,36.0,125,0
2483,L,298.9,308.7,1504,41.8,165,0
6348,L,300.2,309.7,1421,44.6,17,0
2923,L,300.8,309.7,1481,38.1,153,0
6153,M,301.1,311.1,1592,35.7,174,0
6058,L,300.8,310.8,1689,32.9,151,0
1723,M,298.2,307.7,1952,21.6,93,0
6288,M,301.1,310.6,1479,41.1,72,0
1327,L,298.9,310.2,1411,46.5,202,0
9444,H,298.0,308.8,1411,53.8,73,0
3390,M,301.5,310.7,1416,53.2,69,0
4305,L,301.6,310.1,1694,26.3,14,0
6536,H,301.2,310.5,1505,43.6,78,0
2930,M,300.8,309.7,1482,39.0,171,0
3249,M,301.0,309.7,1511,39.3,146,0
3020,L,300.5,309.8,1379,54.2,207,1
7355,M,299.7,310.3,1429,47.7,35,0
8910,L,297.1,308.4,1529,40.4,165,0
4232,L,302.2,310.8,1340,47.8,54,0
7228,L,299.7,309.6,1720,27.1,146,0
424,L,297.3,308.3,1484,43.9,13,0
7342,L,299.7,310.3,1505,37.7,4,0
208,M,298.4,308.7,1421,60.7,119,1
7762,H,300.4,311.6,1715,30.8,203,0
3422,M,301.5,310.5,1612,29.8,148,0
354,H,297.5,308.3,1674,30.0,54,0
8191,M,299.7,310.9,1620,37.2,203,0
7823,H,299.9,311.3,1413,41.8,153,0
7729,L,300.7,311.8,1420,47.0,119,0
1221,L,297.0,308.2,1577,29.4,130,0
2059,M,299.5,309.3,1902,24.0,151,0
9068,L,297.1,308.2,1351,56.6,126,0
7782,L,300.4,311.7,1513,40.0,51,0
4656,L,303.1,311.1,1854,22.6,19,0
1330,H,298.8,310.2,1663,30.4,209,0
2376,M,299.2,308.4,1476,32.7,101,0
9179,L,297.8,309.0,1340,56.9,6,0
7757,L,300.5,311.8,1368,57.9,191,1
9636,L,299.2,310.2,1609,33.2,156,0
8219,L,299.1,310.5,1485,37.8,46,0
7827,L,299.8,311.1,1300,64.2,165,0
1408,L,298.9,310.0,1564,33.8,183,0
2884,L,300.6,309.5,1437,40.0,55,0
3590,L,301.7,310.5,2465,13.7,149,0
3139,L,300.4,309.9,1376,43.5,74,0
8141,L,299.6,310.9,1658,28.0,76,0
1331,L,298.9,310.2,1696,30.2,214,0
6781,L,301.3,310.8,1560,38.5,52,0
1961,L,297.8,307.6,1446,51.4,105,0
9079,L,297.3,308.1,1566,35.7,156,0
5366,L,303.1,312.6,1548,36.4,150,0
6744,L,301.7,311.2,1418,38.0,166,0
2269,L,299.2,308.5,1438,46.6,63,0
3424,L,301.4,310.4,1496,35.2,153,0
9023,L,297.4,308.3,1548,46.6,7,0
1493,M,298.0,308.7,1479,58.5,176,1
7858,L,300.5,311.9,1432,43.1,16,0
2753,M,299.7,309.1,1851,24.7,189,0
8217,L,299.2,310.6,1370,61.9,42,0
6937,L,300.6,311.1,1471,40.7,26,0
5060,L,303.9,312.8,1419,47.9,196,0
1381,L,298.7,310.1,1786,27.7,114,0
1031,L,296.3,307.4,1760,28.4,56,0
3204,M,300.1,309.1,1533,38.0,26,0
1073,M,297.0,307.9,1414,46.2,165,0
2803,M,300.3,309.6,1509,46.6,95,0
2485,H,298.8,308.6,1524,37.7,170,0
2958,L,300.8,309.6,1498,45.8,47,0
8947,M,297.3,308.2,1846,24.5,41,0
5393,L,302.8,312.2,1481,40.2,230,0
728,H,297.3,308.6,1499,37.6,147,0
2333,L,299.2,308.5,1378,50.4,220,1
7018,M,300.7,310.6,1474,37.0,33,0
3405,L,301.3,310.4,1695,30.9,108,0
6650,M,301.5,310.4,1350,54.9,153,0
3024,L,300.4,309.5,1711,29.2,215,0
4738,M,303.2,311.5,1336,58.2,2,1
6273,M,301.1,310.6,1429,52.7,35,0
8038,L,300.7,311.8,1603,34.1,17,0
5273,M,303.6,313.0,1396,38.2,117,0
8885,L,298.0,309.2,1527,32.4,99,0
7593,M,300.5,311.2,1551,36.6,205,0
6195,L,300.9,310.8,1571,39.9,51,0
3999,L,302.1,311.0,1586,35.1,142,0
916,M,295.4,305.8,1526,38.2,181,0
7988,H,301.0,312.2,1489,40.3,117,0
9019,L,297.3,308.1,1615,35.4,217,1
1181,H,297.3,308.4,1531,35.6,16,0
4734,L,303.3,311.6,1484,44.6,223,0
2928,M,300.7,309.6,1421,49.8,165,0
6297,L,301.0,310.5,1429,39.4,98,0
2532,M,298.8,308.5,1510,38.7,66,0
6261,L,301.1,310.7,1436,45.3,8,0
8608,L,297.5,308.4,1433,50.0,218,0
376,L,297.4,308.2,1533,37.4,115,0
3300,L,301.3,310.5,1390,45.8,63,0
7917,L,300.8,312.1,1512,37.1,169,0
3951,L,302.3,311.4,1570,37.2,15,0
4108,L,302.0,310.5,1809,27.1,175,0
74,L,299.0,309.1,1592,35.0,200,0
2551,L,299.4,309.3,1366,48.4,116,0
1545,L,298.4,309.0,1474,52.7,95,0
1508,M,298.0,308.6,1376,55.7,214,0
305,L,297.8,308.4,1737,27.5,146,0
9052,L,297.4,308.6,1820,24.6,79,0
7147,L,300.4,309.9,1496,31.8,154,0
8812,L,297.2,308.5,1574,35.8,95,0
6713,H,301.4,310.7,1516,36.4,83,0
1751,M,298.4,307.8,1617,31.6,173,0
8238,L,299.1,310.6,1796,26.0,90,0
3221,M,300.7,309.6,1525,36.5,71,0
1833,M,297.8,307.4,1330,51.7,183,0
4552,M,302.6,310.5,1524,33.7,204,0
2045,L,299.3,309.1,1470,41.1,118,0
2714,M,299.6,309.2,1651,30.8,92,0
8084,L,300.1,311.4,1438,42.2,139,0
4097,L,301.9,310.4,1370,51.7,153,1
9047,L,297.4,308.4,1664,28.1,67,0
8852,M,297.7,308.9,1573,35.1,9,0
2675,L,299.7,309.3,1546,37.2,4,0
3442,L,301.4,310.4,1559,39.4,199,0
5054,L,303.8,312.9,1514,34.3,180,0
1892,L,297.7,307.4,1764,29.0,139,0
5749,M,302.2,311.7,1576,34.0,28,0
5795,M,301.9,311.5,1492,40.8,150,0
5143,L,304.4,313.6,1568,39.1,0,0
4437,M,302.4,310.1,1577,35.8,136,0
2396,M,299.2,308.5,1742,28.9,150,0
4308,L,301.4,309.9,1259,63.9,20,1
6788,H,301.1,310.6,1388,58.5,68,0
1080,L,297.0,307.7,1731,28.5,186,0
5018,L,303.9,313.0,1483,45.0,78,0
6867,M,301.0,311.3,1454,41.5,57,0
6307,L,301.0,310.4,1563,34.4,124,0
4667,M,303.3,311.5,1569,36.6,47,0
8291,M,298.9,310.6,1679,35.8,14,0
81,H,298.8,308.8,1445,49.9,4,0
8649,M,297.4,308.4,1478,46.2,95,0
9967,L,298.3,307.9,1507,41.2,149,0
9350,M,298.2,308.7,1599,36.2,28,0
7210,L,299.8,309.7,1624,34.2,96,0
