index,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,param1,param2,y
130,152,2,194.6554923,0.001484874,63.274788,54.358231,1
131,155,2,123.2178945,0.000314604,63.873514,54.656506,1
132,155,2,140.8923822,0.004954133,64.10991,54.342329,1
133,155,2,139.3843779,0.000764792,64.156846,54.77412,1
134,156,2,112.1626548,0.001854746,68.213566,55.074366,1
135,156,2,112.1626548,0.001854746,68.196559,55.111809,1
136,158,2,121.3357421,0.000543365,63.258643,54.6207,1
137,155,2,123.2178945,0.000314604,63.841314,54.68896,1
138,155,2,139.3843779,0.000764792,64.086675,54.626375,1
139,149,2,1620.225271,0.004158643,42.794891,41.698604,1
140,149,2,1620.225271,0.004158643,42.719268,41.668965,1
141,149,2,1620.225271,0.004158643,42.773602,41.674306,1
142,157,2,181.5863885,0.001444467,49.07513,52.850265,1
143,158,2,170.7139539,0.001472443,49.877967,52.997772,1
144,151,4,0.0,0.0,49.77079,53.039687,1
145,151,4,0.0,0.0,49.889646,53.118124,1
146,158,2,170.7139539,0.001472443,49.816844,52.849799,1
147,152,2,194.6554923,0.001484874,63.360682,54.354174,1
148,152,2,194.6554923,0.001484874,63.353109,54.303767,1
149,159,2,129.6842959,0.001487305,63.576414,54.291491,1
150,155,2,140.8923822,0.004954133,64.004208,54.336731,1
151,155,2,140.8923822,0.004954133,64.238059,54.361429,1
152,151,1,470.3342472,0.01592319,50.029927,53.22743,1
153,147,2,197.8194671,0.004234842,50.641825,53.109637,1
154,151,2,0.0,0.001142567,49.269036,53.152559,1
155,156,2,136.7594908,0.000595602,62.977607,54.567477,1
156,183,3,615.0518471,0.0,17.69,-17.67,1
157,181,3,2229.486428,0.0,15.45,-17.71,1
158,184,3,917.7234228,0.0,17.21,-17.56,1
159,182,3,2046.742155,0.0,16.02,-17.95,1
160,182,3,2020.265911,0.0,15.95,-17.48,1
161,182,3,2046.742155,0.0,16.28,-17.51,1
162,182,3,2020.265911,0.0,15.87,-17.48,1
163,183,3,1855.0008,0.0,16.37,-18.17,1
164,183,3,118.4295612,0.0,20.18,-17.89,1
165,183,5,295.0583533,0.0,18.5,-18.07,1
166,158,2,170.7139539,0.001472443,49.68818,52.980902,1
167,158,2,170.7139539,0.001472443,49.602486,52.950457,1
168,151,2,0.0,0.001142567,49.02,53.42,1
169,147,2,197.8194671,0.004234842,50.643142,53.233671,1
170,147,2,197.8194671,0.004234842,50.652361,53.079425,1
171,150,2,222.8317263,0.000149522,48.858764,53.507068,1
172,155,2,123.2178945,0.000314604,63.664276,54.568605,1
173,151,2,0.0,0.001142567,49.056908,53.394898,1
174,151,2,0.0,0.001142567,49.445011,53.087542,1
175,184,4,645.6373083,0.0,19.122602,43.155515,1
176,176,4,394.7467143,0.0,19.107739,42.553753,1
177,157,4,548.1908323,0.0,19.785956,42.736248,1
178,186,4,363.4449205,0.0,19.756191,43.036942,1
179,157,4,548.1908323,0.0,19.860373,42.837934,1
180,157,4,548.1908323,0.0,19.583587,42.960077,1
181,157,4,548.1908323,0.0,19.940754,42.600134,1
182,147,11,0.0,0.0,19.259364,42.43042,1
183,157,4,548.1908323,0.0,19.524081,42.820475,1
184,157,4,548.1908323,0.0,19.940754,42.600134,1
185,205,8,0.0,0.0,18.841038,43.154137,1
186,176,4,394.7467143,0.0,19.094363,42.95778,1
187,157,4,548.1908323,0.0,19.583587,42.960077,1
188,157,4,548.1908323,0.0,19.524081,42.820475,1
189,184,4,645.6373083,0.0,19.122602,43.155515,1
190,176,2,1079.566566,0.0,20.167063,42.840839,1
191,157,4,548.1908323,0.0,19.860373,42.837934,1
192,186,4,394.3600409,0.0,18.956166,42.780473,1
193,186,4,363.4449205,0.0,19.756191,43.036942,1
194,170,2,504.5607113,0.001951554,56.535,51.783,1
195,155,2,292.3773899,0.000759496,56.10634,51.879006,1
196,155,8,36.30591556,0.0,19.44,-28.69,1
197,155,8,36.30591556,0.0,19.44,-28.69,1
198,148,2,226.2195144,0.00409997,49.214036,53.878185,1
199,169,3,200.1550243,0.0,15.69,-20.44,1
200,192,3,353.3403055,0.0,14.0,-18.19,1
201,184,3,168.926649,0.0,14.81,-19.31,1
202,181,3,68.6338855,0.0,18.19,-25.19,1
203,161,8,19.48375335,0.0,18.19,-26.69,1
204,182,3,2046.742155,0.0,16.33,-17.51,1
205,183,3,4374.078665,0.0,15.94,-17.79,1
206,182,3,651.9004256,0.0,17.31,-18.44,1
207,182,3,2046.742155,0.0,16.33,-17.51,1
208,184,3,679.9369046,0.0,16.72,-18.31,1
209,159,2,435.5378945,0.001359374,53.762398,53.982737,1
210,203,4,116.2324535,2.29e-11,21.4578,39.2956,1
211,150,2,225.2605173,0.000317444,47.044996,50.723132,1
212,157,2,249.2826187,0.000180705,43.64954,51.109974,1
213,144,2,224.6525478,0.001929675,50.775044,53.70315,1
214,158,2,170.7139539,0.001472443,49.562929,52.992708,1
215,181,3,0.0,0.0,16.69,-18.56,1
216,182,3,2046.742155,0.0,16.2,-17.97,1
217,183,3,4374.078665,0.0,15.81,-17.56,1
218,184,3,679.9369046,0.0,16.5,-18.4,1
219,184,3,679.9369046,0.0,16.56,-18.06,1
220,183,3,1855.0008,0.0,16.46,-18.45,1
221,182,3,2046.742155,0.0,16.02,-17.87,1
222,182,3,2046.742155,0.0,16.12,-17.92,1
223,184,3,243.3585319,0.0,19.31,-17.81,1
224,183,3,1855.0008,0.0,16.32,-18.45,1
225,182,3,2046.742155,0.0,16.18,-17.73,1
226,184,3,679.9369046,0.0,16.72,-18.31,1
227,178,3,279.8628121,0.0,18.31,-19.81,1
228,191,3,320.6507895,0.0,18.81,-21.06,1
229,192,3,325.0451996,0.0,18.14,-21.04,1
230,181,3,154.5152331,0.0,19.94,-17.94,1
231,184,3,272.3035181,0.0,19.69,-18.06,1
232,184,3,71.21063901,0.0,18.81,-23.56,1
233,184,3,272.3035181,0.0,19.96,-18.35,1
234,155,2,238.1004377,0.001229502,55.3434,51.0997,1
235,151,2,277.8678033,0.000568877,55.726,51.6714,1
236,169,2,197.0824381,0.0,56.71282,51.39945,1
237,149,3,310.2914362,0.00160353,46.875,51.273,1
238,131,4,1087.326487,0.0,20.127361,41.51844,1
239,131,4,1087.326487,0.0,20.127361,41.51844,1
240,131,4,1087.326487,0.0,20.127361,41.51844,1
241,131,4,1087.326487,0.0,20.127361,41.51844,1
242,131,4,1087.326487,0.0,20.127361,41.51844,1
243,144,4,0.0,0.0,20.542165,42.011851,1
244,170,2,1531.08631,0.0,19.5789,41.0503,1
245,170,2,1531.08631,0.0,19.5789,41.0503,1
246,170,2,1531.08631,0.0,19.5789,41.0503,1
247,170,2,1531.08631,0.0,19.5789,41.0503,1
248,170,2,1531.08631,0.0,19.5789,41.0503,1
249,170,2,1531.08631,0.0,19.5789,41.0503,1
250,170,2,1531.08631,0.0,19.5789,41.0503,1
251,170,2,1531.08631,0.0,19.5789,41.0503,1
252,170,2,1531.08631,0.0,19.5789,41.0503,1
253,170,2,1531.08631,0.0,19.5789,41.0503,1
254,170,2,1531.08631,0.0,19.601714,41.050567,1
255,170,2,1531.08631,0.0,19.601714,41.050567,1
256,170,2,1531.08631,0.0,19.601714,41.050567,1
257,170,2,1531.08631,0.0,19.601714,41.050567,1
258,170,2,1531.08631,0.0,19.601714,41.050567,1
259,170,2,1531.08631,0.0,19.601714,41.050567,1
260,170,2,1531.08631,0.0,19.601714,41.050567,1
261,170,2,1531.08631,0.0,19.601714,41.050567,1
262,170,2,1531.08631,0.0,19.632426,41.027939,1
263,170,2,1531.08631,0.0,19.632426,41.027939,1
264,170,2,1531.08631,0.0,19.632426,41.027939,1
265,170,2,1531.08631,0.0,19.632426,41.027939,1
266,170,2,1531.08631,0.0,19.632426,41.027939,1
267,170,2,1531.08631,0.0,19.632426,41.027939,1
268,170,2,1531.08631,0.0,19.632426,41.027939,1
269,170,2,1531.08631,0.0,19.632426,41.027939,1
270,170,2,1531.08631,0.0,19.632426,41.027939,1
271,170,2,1531.08631,0.0,19.632426,41.027939,1
272,170,2,1531.08631,0.0,19.632426,41.027939,1
273,170,2,1531.08631,0.0,19.632426,41.027939,1
274,170,2,1531.08631,0.0,19.55905,41.041167,1
275,170,2,1531.08631,0.0,19.55905,41.041167,1
276,170,2,1531.08631,0.0,19.55905,41.041167,1
277,170,2,1531.08631,0.0,19.55905,41.041167,1
278,170,2,1531.08631,0.0,19.55905,41.041167,1
279,170,2,1531.08631,0.0,19.55905,41.041167,1
280,170,2,1531.08631,0.0,19.55905,41.041167,1
281,170,2,1531.08631,0.0,19.55905,41.041167,1
282,170,2,1531.08631,0.0,19.55905,41.041167,1
283,170,2,1531.08631,0.0,19.55905,41.041167,1
284,170,2,1531.08631,0.0,19.78507,41.389714,1
285,170,2,1531.08631,0.0,19.78507,41.389714,1
286,170,2,1531.08631,0.0,19.78507,41.389714,1
287,170,2,1531.08631,0.0,19.78507,41.389714,1
288,170,2,1531.08631,0.0,19.78507,41.389714,1
289,170,2,1531.08631,0.0,19.78507,41.389714,1
290,170,2,1531.08631,0.0,19.78507,41.389714,1
291,170,2,1531.08631,0.0,19.78507,41.389714,1
292,170,2,1531.08631,0.0,19.78507,41.389714,1
293,170,2,1531.08631,0.0,19.78507,41.389714,1
294,170,2,1531.08631,0.0,19.78507,41.389714,1
295,170,2,1531.08631,0.0,19.78507,41.389714,1
296,170,2,1531.08631,0.0,19.78507,41.389714,1
297,170,2,1531.08631,0.0,19.78507,41.389714,1
298,170,2,1531.08631,0.0,19.78507,41.389714,1
299,170,2,1531.08631,0.0,19.78507,41.389714,1
300,170,2,1531.08631,0.0,19.78507,41.389714,1
301,131,4,1087.326487,0.0,20.47591,41.698409,1
302,131,4,1087.326487,0.0,20.47591,41.698409,1
303,131,4,1087.326487,0.0,20.47591,41.698409,1
304,131,4,1087.326487,0.0,20.47591,41.698409,1
305,131,4,1087.326487,0.0,20.47591,41.698409,1
306,131,4,1087.326487,0.0,20.425,41.5169,1
307,131,4,1087.326487,0.0,20.425,41.5169,1
308,131,4,1087.326487,0.0,20.455143,41.816134,1
309,131,4,1087.326487,0.0,20.455143,41.816134,1
310,131,4,1087.326487,0.0,20.455143,41.816134,1
311,131,4,1087.326487,0.0,20.455143,41.816134,1
312,131,4,1087.326487,0.0,20.455143,41.816134,1
313,147,11,0.0,0.0,19.396799,41.914144,1
314,155,2,2595.57264,0.0,19.978714,40.936697,1
315,155,2,2595.57264,0.0,19.978714,40.936697,1
316,155,2,2595.57264,0.0,19.978714,40.936697,1
317,155,2,2595.57264,0.0,19.978714,40.936697,1
318,151,4,1140.51243,0.0,20.469019,42.180924,1
319,147,11,0.0,0.0,19.4333,42.2,1
320,147,11,0.0,0.0,19.4333,42.2,1
321,147,11,0.0,0.0,19.4333,42.2,1
322,147,11,0.0,0.0,19.4333,42.2,1
323,147,11,0.0,0.0,19.4333,42.2,1
324,147,11,0.0,0.0,19.4333,42.2,1
325,152,4,808.1463792,0.0,19.547937,42.302799,1
326,152,4,808.1463792,0.0,19.547937,42.302799,1
327,152,4,808.1463792,0.0,19.547937,42.302799,1
328,131,4,1087.326487,0.0,20.458511,41.916958,1
329,191,4,462.5688405,0.0,20.445879,40.949295,1
330,191,4,462.5688405,0.0,20.445879,40.949295,1
331,191,4,462.5688405,0.0,20.445879,40.949295,1
332,192,4,452.0704967,0.0,20.730335,40.418043,1
333,131,4,1087.326487,0.0,20.394612,41.869161,1
334,150,4,950.6556718,0.0,19.894755,41.656342,1
335,150,4,950.6556718,0.0,19.894755,41.656342,1
336,150,4,950.6556718,0.0,19.894755,41.656342,1
337,150,4,950.6556718,0.0,19.894755,41.656342,1
338,150,4,950.6556718,0.0,19.525083,41.945408,1
339,131,4,1087.326487,0.0,20.389364,41.995731,1
340,191,4,462.5688405,0.0,20.253265,40.969276,1
341,131,4,1087.326487,0.0,20.0089,41.6103,1
342,131,4,1087.326487,0.0,20.0089,41.6103,1
343,150,4,950.6556718,0.0,19.997244,41.595927,1
344,131,4,1087.326487,0.0,20.0089,41.6103,1
345,131,4,1087.326487,0.0,20.0089,41.6103,1
346,131,4,1087.326487,0.0,20.0089,41.6103,1
347,131,4,1087.326487,0.0,20.0089,41.6103,1
348,131,4,1087.326487,0.0,20.0089,41.6103,1
349,131,4,1087.326487,0.0,20.0089,41.6103,1
350,131,4,1087.326487,0.0,20.0089,41.6103,1
351,131,4,1087.326487,0.0,20.0089,41.6103,1
352,131,4,1087.326487,0.0,20.055006,41.621262,1
353,131,4,1087.326487,0.0,20.055006,41.621262,1
354,131,4,1087.326487,0.0,20.055006,41.621262,1
355,131,4,1087.326487,0.0,20.055006,41.621262,1
356,131,4,1087.326487,0.0,20.055006,41.621262,1
357,131,4,1087.326487,0.0,20.055006,41.621262,1
358,131,4,1087.326487,0.0,20.055006,41.621262,1
359,131,4,1087.326487,0.0,20.055006,41.621262,1
360,131,4,1087.326487,0.0,20.055006,41.621262,1
361,131,4,1087.326487,0.0,20.055006,41.621262,1
362,131,4,1087.326487,0.0,20.055006,41.621262,1
363,131,4,1087.326487,0.0,20.055006,41.621262,1
364,131,4,1087.326487,0.0,20.055006,41.621262,1
365,131,4,1087.326487,0.0,20.055006,41.621262,1
366,131,4,1087.326487,0.0,20.055006,41.621262,1
367,170,2,1531.08631,0.0,19.806655,41.438381,1
368,170,2,1531.08631,0.0,19.806655,41.438381,1
369,151,2,229.7530403,4.272336736,20.630438,41.033306,1
370,151,2,229.7530403,4.272336736,20.630438,41.033306,1
371,158,3,866.3662016,0.0,20.2219,41.4917,1
372,158,3,866.3662016,0.0,20.2219,41.4917,1
373,191,4,462.5688405,0.0,20.267379,40.785355,1
374,131,4,1087.326487,0.0,20.278091,41.683358,1
375,131,4,1087.326487,0.0,20.278091,41.683358,1
376,131,4,1087.326487,0.0,20.278091,41.683358,1
377,131,4,1087.326487,0.0,20.278091,41.683358,1
378,131,4,1087.326487,0.0,20.278091,41.683358,1
379,151,4,1140.51243,0.0,20.097286,42.320066,1
380,158,3,866.3662016,0.0,20.035455,41.056754,1
381,158,3,866.3662016,0.0,20.035455,41.056754,1
382,158,3,866.3662016,0.0,20.035455,41.056754,1
383,158,3,866.3662016,0.0,20.035455,41.056754,1
384,158,3,866.3662016,0.0,20.035455,41.056754,1
385,158,3,866.3662016,0.0,20.035455,41.056754,1
386,158,3,866.3662016,0.0,20.035455,41.056754,1
387,158,3,866.3662016,0.0,20.035455,41.056754,1
388,158,3,866.3662016,0.0,20.035455,41.056754,1
389,158,3,866.3662016,0.0,20.035455,41.056754,1
390,158,3,866.3662016,0.0,20.035455,41.056754,1
391,158,3,866.3662016,0.0,20.035455,41.056754,1
392,158,3,866.3662016,0.0,20.035455,41.056754,1
393,151,4,1140.51243,0.0,20.070284,42.311189,1
394,151,4,1140.51243,0.0,20.070284,42.311189,1
395,151,4,1140.51243,0.0,20.070284,42.311189,1
396,151,4,1140.51243,0.0,20.070284,42.311189,1
397,151,4,1140.51243,0.0,20.070284,42.311189,1
398,151,4,1140.51243,0.0,20.070284,42.311189,1
399,151,4,1140.51243,0.0,20.070284,42.311189,1
400,151,4,1140.51243,0.0,20.070284,42.311189,1
401,151,4,1140.51243,0.0,20.070284,42.311189,1
402,151,4,1140.51243,0.0,20.070284,42.311189,1
403,151,4,1140.51243,0.0,20.070284,42.311189,1
404,151,4,1140.51243,0.0,20.070284,42.311189,1
405,152,4,808.1463792,0.0,19.985601,42.219648,1
406,170,2,1531.08631,0.0,19.661194,41.436491,1
407,170,2,1531.08631,0.0,19.661194,41.436491,1
408,170,2,1531.08631,0.0,19.661194,41.436491,1
409,151,4,1140.51243,0.0,20.159658,42.414187,1
410,151,4,1140.51243,0.0,20.159658,42.414187,1
411,151,4,1140.51243,0.0,20.159658,42.414187,1
412,150,4,950.6556718,0.0,19.999484,41.679562,1
413,150,4,950.6556718,0.0,19.999484,41.679562,1
414,150,4,950.6556718,0.0,19.999484,41.679562,1
415,170,2,1531.08631,0.0,19.862788,41.383256,1
416,170,2,1531.08631,0.0,19.862788,41.383256,1
417,170,2,1531.08631,0.0,19.862788,41.383256,1
418,170,2,1531.08631,0.0,19.862788,41.383256,1
419,170,2,1531.08631,0.0,19.862788,41.383256,1
420,131,4,1087.326487,0.0,20.377271,41.665616,1
421,131,4,1087.326487,0.0,20.377271,41.665616,1
422,131,4,1087.326487,0.0,20.377271,41.665616,1
423,131,4,1087.326487,0.0,20.377271,41.665616,1
424,131,4,1087.326487,0.0,20.377271,41.665616,1
425,131,4,1087.326487,0.0,20.377271,41.665616,1
426,131,4,1087.326487,0.0,20.377271,41.665616,1
427,131,4,1087.326487,0.0,20.377271,41.665616,1
428,131,4,1087.326487,0.0,20.377271,41.665616,1
429,131,4,1087.326487,0.0,20.377271,41.665616,1
430,131,4,1087.326487,0.0,20.377271,41.665616,1
431,131,4,1087.326487,0.0,20.377271,41.665616,1
432,131,4,1087.326487,0.0,20.377271,41.665616,1
433,131,4,1087.326487,0.0,20.377271,41.665616,1
434,131,4,1087.326487,0.0,20.377271,41.665616,1
435,131,4,1087.326487,0.0,20.377271,41.665616,1
436,131,4,1087.326487,0.0,20.377271,41.665616,1
437,131,4,1087.326487,0.0,20.377271,41.665616,1
438,131,4,1087.326487,0.0,20.35759,41.702025,1
439,131,4,1087.326487,0.0,20.35759,41.702025,1
440,131,4,1087.326487,0.0,20.35759,41.702025,1
441,131,4,1087.326487,0.0,20.364984,41.704708,1
442,131,4,1087.326487,0.0,20.364984,41.704708,1
443,131,4,1087.326487,0.0,20.364984,41.704708,1
444,131,4,1087.326487,0.0,20.364984,41.704708,1
445,131,4,1087.326487,0.0,20.364984,41.704708,1
446,131,4,1087.326487,0.0,20.364984,41.704708,1
447,131,4,1087.326487,0.0,20.364984,41.704708,1
448,131,4,1087.326487,0.0,20.364984,41.704708,1
449,131,4,1087.326487,0.0,20.364984,41.704708,1
450,131,4,1087.326487,0.0,20.364984,41.704708,1
451,131,4,1087.326487,0.0,20.364984,41.704708,1
452,151,4,1140.51243,0.0,20.312419,42.135139,1
453,151,4,1140.51243,0.0,20.312419,42.135139,1
454,151,4,1140.51243,0.0,20.312419,42.135139,1
455,151,4,1140.51243,0.0,20.312419,42.135139,1
456,151,4,1140.51243,0.0,20.312419,42.135139,1
457,151,4,1140.51243,0.0,20.312419,42.135139,1
458,151,4,1140.51243,0.0,20.312419,42.135139,1
459,151,4,1140.51243,0.0,20.312419,42.135139,1
460,151,4,1140.51243,0.0,20.312419,42.135139,1
461,151,4,1140.51243,0.0,20.312419,42.135139,1
462,151,4,1140.51243,0.0,20.312419,42.135139,1
463,144,4,0.0,0.0,20.503866,41.978124,1
464,151,4,1140.51243,0.0,20.006976,42.258798,1
465,151,4,1140.51243,0.0,20.045546,42.41943,1
466,151,4,1140.51243,0.0,20.045546,42.41943,1
467,151,4,1140.51243,0.0,20.045546,42.41943,1
468,158,3,866.3662016,0.0,20.010364,41.081944,1
469,158,3,866.3662016,0.0,20.010364,41.081944,1
470,158,3,866.3662016,0.0,20.423188,41.332938,1
471,150,4,950.6556718,0.0,19.716049,41.520006,1
472,147,11,0.0,0.0,19.493166,42.126216,1
473,152,4,808.1463792,0.0,19.56956,42.110426,1
474,152,4,808.1463792,0.0,19.56956,42.110426,1
475,152,4,808.1463792,0.0,19.644631,42.388598,1
476,152,4,808.1463792,0.0,19.644631,42.388598,1
477,131,4,1087.326487,0.0,20.409497,41.526126,1
478,131,4,1087.326487,0.0,20.409497,41.526126,1
479,131,4,1087.326487,0.0,20.409497,41.526126,1
480,131,4,1087.326487,0.0,20.409497,41.526126,1
481,131,4,1087.326487,0.0,20.409497,41.526126,1
482,131,4,1087.326487,0.0,20.409497,41.526126,1
483,131,4,1087.326487,0.0,20.409497,41.526126,1
484,131,4,1087.326487,0.0,20.409497,41.526126,1
485,131,4,1087.326487,0.0,20.409497,41.526126,1
486,131,4,1087.326487,0.0,20.409497,41.526126,1
487,131,4,1087.326487,0.0,20.409497,41.526126,1
488,131,4,1087.326487,0.0,20.409497,41.526126,1
489,131,4,1087.326487,0.0,20.409497,41.526126,1
490,131,4,1087.326487,0.0,20.409497,41.526126,1
