index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,y
3351,17800,51689.0,115660.0,DebtCon,ProfExe,16.0,0.0,0.0,270.04499102,0.0,19.0,27.467001805,0
105,4200,44000.0,55085.0,DebtCon,,6.0,,1.0,75.433333333,,16.0,,0
2960,16200,34984.0,46382.0,DebtCon,Other,11.0,0.0,0.0,175.14431949,3.0,20.0,39.740928127,1
4518,23600,30758.0,57280.0,DebtCon,Other,13.0,0.0,0.0,104.39569049,2.0,24.0,31.120398625,0
3402,18000,99401.0,140000.0,DebtCon,Other,8.9,2.0,0.0,150.1,3.0,20.0,,1
1985,12900,34655.0,57787.0,,Other,31.0,0.0,0.0,244.99538458,0.0,18.0,21.415504297,0
5693,41200,48400.0,99500.0,DebtCon,Other,3.0,1.0,1.0,203.8,2.0,38.0,,1
3385,18000,72152.0,102671.0,HomeImp,ProfExe,7.0,0.0,0.0,84.639348205,0.0,16.0,32.886875225,0
33,2900,78600.0,113000.0,DebtCon,ProfExe,6.0,1.0,0.0,165.33333333,2.0,26.0,,1
5647,39500,,50000.0,DebtCon,Other,7.0,0.0,0.0,51.766666667,0.0,14.0,,1
1180,10000,75000.0,103600.0,HomeImp,Mgr,17.6,0.0,0.0,171.43333333,0.0,24.0,,1
1765,12100,186062.0,227171.0,HomeImp,ProfExe,0.0,0.0,0.0,67.780848026,,4.0,26.990532996,1
5182,27900,149359.0,192955.0,HomeImp,Self,0.0,0.0,0.0,172.57959055,1.0,16.0,40.135531359,0
5378,30800,54981.0,82038.0,DebtCon,Office,2.0,0.0,0.0,165.07784739,2.0,19.0,41.239256279,0
4287,22400,74553.0,102373.0,DebtCon,Other,18.0,0.0,0.0,206.58139512,1.0,12.0,40.848022817,0
5456,32500,193409.0,297294.0,DebtCon,Other,30.0,0.0,0.0,150.79985354,0.0,22.0,40.59278045,0
4534,23700,76196.0,100929.0,DebtCon,Other,17.0,0.0,0.0,180.73115396,1.0,13.0,41.526026449,0
4256,22200,,60904.0,DebtCon,Other,,0.0,0.0,288.4596954,0.0,18.0,37.747019613,0
1601,11600,57939.0,69774.0,DebtCon,Mgr,5.0,0.0,0.0,91.99164592,0.0,12.0,72.264093333,1
610,7700,20887.0,26958.0,DebtCon,Other,0.0,0.0,0.0,17.460749903,10.0,6.0,30.233504742,0
4597,24000,111488.0,163796.0,DebtCon,Mgr,15.0,0.0,0.0,185.80205049,0.0,25.0,32.22967397,0
5848,51000,39609.0,60837.0,DebtCon,Office,5.0,0.0,,178.88867078,0.0,16.0,30.841045005,0
4019,21000,90267.0,134000.0,HomeImp,ProfExe,7.0,0.0,0.0,160.9,0.0,32.0,,0
432,6700,69773.0,83014.0,HomeImp,Other,0.0,1.0,0.0,263.17343429,0.0,5.0,37.70699649,0
3136,17000,125728.0,159770.0,DebtCon,Mgr,,0.0,0.0,228.42238215,0.0,18.0,37.008373781,0
512,7100,25896.0,33580.0,DebtCon,Other,1.0,0.0,0.0,29.856365166,9.0,7.0,28.271474159,0
1232,10100,55738.0,73266.0,DebtCon,Office,5.0,0.0,0.0,85.635235028,1.0,14.0,24.534325065,0
4298,22400,80226.0,111307.0,DebtCon,Other,,0.0,0.0,186.6311118,1.0,24.0,38.936175687,0
5714,42000,65889.0,125000.0,HomeImp,Other,10.0,0.0,0.0,102.5,1.0,13.0,,1
4353,22600,,58856.0,DebtCon,Other,,0.0,1.0,298.81954171,0.0,18.0,38.195026538,0
5466,32800,37231.0,80347.0,DebtCon,Other,9.0,,,113.93659292,,24.0,32.170019623,0
5656,40000,76769.0,129000.0,DebtCon,Sales,30.0,0.0,0.0,286.3,2.0,35.0,,1
5189,28000,59775.0,87390.0,DebtCon,Other,8.0,0.0,0.0,138.48647658,3.0,30.0,41.543804711,0
4487,23400,90924.0,116819.0,DebtCon,Other,24.0,0.0,0.0,245.89786162,1.0,27.0,40.857427037,0
4525,23600,57327.0,105411.0,DebtCon,ProfExe,14.0,0.0,3.0,276.18236267,0.0,35.0,29.283032502,0
519,7200,62329.0,78007.0,DebtCon,ProfExe,8.0,0.0,0.0,55.35880309,1.0,23.0,38.640277109,0
4811,25100,108235.0,201918.0,DebtCon,Other,24.0,0.0,0.0,199.48646366,0.0,19.0,23.652339813,0
38,3000,104570.0,121729.0,HomeImp,Office,2.0,0.0,0.0,85.884371895,0.0,14.0,32.059783267,0
4932,26000,139904.0,172310.0,DebtCon,Other,6.0,1.0,0.0,204.11441471,0.0,19.0,34.83482969,0
2760,15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0,9.0485150864,1.0,35.0,60.645756259,1
1362,10600,27666.0,56218.0,HomeImp,Other,3.0,0.0,0.0,249.85118993,0.0,10.0,39.528326336,0
1340,10600,39061.0,50225.0,DebtCon,Other,15.0,0.0,0.0,77.114285108,0.0,12.0,32.587465652,0
325,6000,18793.0,27750.0,HomeImp,Mgr,6.0,0.0,3.0,119.7,0.0,8.0,,1
75,3900,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.12324219,0.0,14.0,24.478881191,1
5512,33900,128884.0,172094.0,DebtCon,Mgr,12.0,1.0,0.0,166.62473824,1.0,27.0,42.318899224,0
2401,14400,100487.0,118911.0,DebtCon,Other,11.0,0.0,0.0,179.34102702,0.0,27.0,35.852863711,0
4297,22400,40605.0,76986.0,DebtCon,ProfExe,9.0,0.0,0.0,276.27591395,0.0,19.0,39.730192796,0
4301,22400,51470.0,68139.0,DebtCon,Mgr,9.0,0.0,0.0,31.16869601,2.0,8.0,37.952179906,1
1753,12000,36072.0,62960.0,DebtCon,ProfExe,8.0,0.0,0.0,288.5298732,0.0,16.0,22.423002459,0
4238,22000,61042.0,96622.0,HomeImp,ProfExe,17.0,0.0,0.0,638.27536109,1.0,23.0,21.457349807,0
5194,28000,68000.0,106000.0,HomeImp,Other,6.0,,,114.7,11.0,21.0,,0
375,6300,12476.0,32559.0,HomeImp,Office,12.0,3.0,6.0,227.12990511,0.0,23.0,23.31951678,1
1732,12000,36346.0,54000.0,DebtCon,Other,,0.0,0.0,114.66666667,2.0,19.0,,0
4966,26300,147600.0,184207.0,DebtCon,ProfExe,5.0,0.0,0.0,310.34814574,0.0,35.0,38.235086271,0
4547,23700,87141.0,140428.0,DebtCon,ProfExe,22.0,1.0,0.0,169.28363143,1.0,25.0,40.980615645,0
3963,20800,176235.0,209695.0,DebtCon,Other,9.0,3.0,0.0,159.70677027,0.0,25.0,38.591939971,1
5501,33600,233630.0,284049.0,DebtCon,ProfExe,4.0,0.0,0.0,218.99369621,0.0,30.0,14.072353758,0
3009,16500,48491.0,112677.0,HomeImp,Office,2.0,,2.0,138.0960861,1.0,23.0,37.253333224,0
3390,18000,105000.0,172500.0,DebtCon,Office,6.0,0.0,0.0,219.16666667,4.0,24.0,,0
3982,20800,96994.0,140564.0,DebtCon,Mgr,13.0,0.0,0.0,169.68715741,1.0,25.0,33.525064301,0
5892,59200,43877.0,74768.0,DebtCon,Other,5.0,0.0,0.0,102.55031718,0.0,21.0,31.304267434,0
524,7200,46000.0,67000.0,DebtCon,Other,24.0,0.0,0.0,142.0,1.0,14.0,,1
48,3000,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.93333333,0.0,25.0,,0
4306,22400,25585.0,54049.0,,ProfExe,20.0,0.0,0.0,251.35800302,0.0,19.0,25.202706374,1
2332,14100,52302.0,63589.0,HomeImp,ProfExe,6.0,0.0,0.0,130.34246718,4.0,8.0,34.792831648,1
2981,16400,50941.0,78801.0,DebtCon,ProfExe,4.0,0.0,0.0,266.04079897,2.0,32.0,32.904357011,0
826,8600,57727.0,70828.0,HomeImp,Other,5.0,0.0,0.0,87.845310974,3.0,19.0,41.75352499,0
2493,14900,56506.0,81390.0,HomeImp,ProfExe,12.0,0.0,2.0,170.76666667,0.0,14.0,,0
3040,16500,42317.0,66966.0,HomeImp,ProfExe,3.0,0.0,0.0,206.23838916,3.0,17.0,35.00637947,0
5288,29000,152065.0,192445.0,HomeImp,Self,2.0,0.0,0.0,166.94856833,0.0,16.0,41.563839245,0
1734,12000,64000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,239.53333333,3.0,26.0,,0
1053,9700,75566.0,92066.0,DebtCon,Office,14.0,0.0,0.0,94.987922191,0.0,8.0,25.161183475,0
4610,24200,10286.0,,DebtCon,Other,24.5,0.0,1.0,216.13333333,4.0,32.0,,1
1618,11700,,67940.0,HomeImp,Mgr,3.0,3.0,4.0,204.02559324,1.0,38.0,,1
2997,16400,,51454.0,DebtCon,Other,,,,338.11080678,,17.0,33.491836085,0
2875,16000,,51792.0,DebtCon,Other,,,,340.68496842,,17.0,30.611518791,0
3074,16700,11059.0,92706.0,HomeImp,Other,13.0,0.0,1.0,262.61033998,0.0,23.0,29.884757742,0
4264,22200,64809.0,96831.0,HomeImp,ProfExe,17.0,0.0,0.0,639.05817227,0.0,24.0,22.614181908,0
2123,13300,85532.0,115800.0,HomeImp,ProfExe,11.0,0.0,1.0,175.1914887,0.0,27.0,34.231393529,0
3709,19500,10506.0,70945.0,DebtCon,Office,,0.0,0.0,247.79199149,0.0,22.0,39.755605133,0
1073,9700,,54385.0,HomeImp,Other,10.0,0.0,0.0,314.73283271,1.0,13.0,34.170403536,0
4969,26300,52394.0,93307.0,DebtCon,Other,24.0,0.0,1.0,184.65609577,0.0,19.0,23.54869835,0
4718,25000,60504.0,93907.0,DebtCon,Office,1.0,0.0,0.0,99.993715323,0.0,23.0,33.490354241,0
2329,14100,98856.0,143292.0,HomeImp,ProfExe,13.0,0.0,0.0,105.77172611,4.0,21.0,37.458280401,0
2031,13000,,72175.0,HomeImp,Other,,0.0,0.0,367.94002493,0.0,6.0,36.561139738,0
3086,16800,44983.0,65000.0,DebtCon,Sales,4.0,2.0,1.0,77.033333333,6.0,43.0,,1
5338,30100,228006.0,285921.0,DebtCon,ProfExe,15.0,0.0,0.0,250.53988412,2.0,25.0,27.813291406,0
2739,15500,59316.0,80837.0,DebtCon,Other,1.0,0.0,0.0,126.91272316,3.0,11.0,35.901463044,0
1347,10600,81151.0,200459.0,HomeImp,Self,14.0,0.0,0.0,9.5341427099,,7.0,21.223213992,0
2060,13000,,25552.0,HomeImp,,28.0,0.0,0.0,198.0728056,0.0,5.0,25.507820486,0
4678,24600,41300.0,61700.0,DebtCon,Office,19.0,0.0,0.0,181.63333333,2.0,22.0,,0
2876,16000,71861.0,95315.0,HomeImp,ProfExe,24.0,0.0,0.0,241.41251498,1.0,23.0,35.474773102,0
4462,23200,144542.0,176611.0,DebtCon,ProfExe,5.0,,,179.239077,5.0,42.0,40.823160429,0
1687,11900,63833.0,,DebtCon,Other,3.0,,,,,,40.932766781,1
2251,13800,35807.0,40700.0,DebtCon,Other,1.0,0.0,0.0,91.266666667,1.0,17.0,,1
5828,50200,34668.0,,DebtCon,Mgr,7.0,1.0,0.0,117.68254783,1.0,5.0,36.72448606,1
1923,12700,204038.0,230920.0,HomeImp,ProfExe,10.0,0.0,0.0,242.91289344,0.0,22.0,29.801627319,0
4125,21500,35300.0,78810.0,HomeImp,Other,25.0,0.0,0.0,261.86666667,1.0,7.0,,0
1771,12100,50100.0,66410.0,DebtCon,Other,3.0,0.0,0.0,176.00986434,0.0,14.0,28.548603692,0
3832,20100,74013.0,106578.0,HomeImp,Mgr,13.0,1.0,0.0,164.44581132,0.0,27.0,33.916244151,0
431,6700,,81239.0,HomeImp,Other,19.0,,,,,,40.894931701,1
5631,38700,119847.0,162365.0,HomeImp,ProfExe,13.0,0.0,0.0,149.80279545,0.0,39.0,47.915112415,1
2596,15000,68000.0,96000.0,DebtCon,Mgr,12.0,0.0,3.0,109.56666667,0.0,24.0,,1
3752,19900,68830.0,107598.0,DebtCon,Office,10.0,0.0,0.0,202.93419537,2.0,13.0,30.957516266,0
2532,15000,86000.0,,DebtCon,Mgr,1.0,0.0,0.0,63.7,1.0,27.0,,1
822,8600,78579.0,93697.0,DebtCon,Other,0.0,0.0,0.0,115.19332144,1.0,10.0,33.837202699,0
3186,17100,49951.0,111291.0,HomeImp,Office,1.0,,2.0,151.10459247,1.0,23.0,39.487198141,0
2040,13000,6793.0,47700.0,DebtCon,ProfExe,4.0,0.0,0.0,304.36666667,0.0,16.0,,0
5775,46100,,86132.0,HomeImp,Office,10.0,0.0,0.0,301.92568796,0.0,13.0,33.914738063,0
4500,23500,,131203.0,HomeImp,Other,0.0,0.0,0.0,318.84712976,3.0,21.0,31.084155792,0
1789,12100,28193.0,34705.0,DebtCon,Other,0.0,,,,,,37.618026904,0
1181,10000,59929.0,,DebtCon,Other,5.0,,,,,,,1
5541,35000,239058.0,40848.0,DebtCon,Mgr,4.0,0.0,1.0,212.01540583,3.0,49.0,40.131815447,0
5903,62900,119903.0,201928.0,DebtCon,ProfExe,9.0,0.0,0.0,297.30748082,1.0,25.0,37.636502449,0
332,6100,48500.0,62500.0,DebtCon,Mgr,7.0,,4.0,111.3,2.0,11.0,,0
2130,13300,50039.0,63784.0,DebtCon,Other,3.0,0.0,0.0,176.84619551,0.0,13.0,27.865588733,0
1271,10300,79243.0,89840.0,DebtCon,Office,16.0,0.0,0.0,87.825346176,0.0,9.0,24.479373218,0
5542,35000,227000.0,316000.0,HomeImp,ProfExe,3.0,0.0,0.0,160.26666667,1.0,25.0,,1
1168,10000,48041.0,76050.0,HomeImp,Other,3.0,0.0,2.0,185.7,0.0,13.0,,0
1003,9400,122412.0,178547.0,DebtCon,Other,7.0,0.0,0.0,226.08880709,0.0,19.0,35.463386978,0
1178,10000,41741.0,56000.0,DebtCon,Office,3.0,0.0,0.0,20.233333333,2.0,6.0,,1
4131,21600,45421.0,75632.0,DebtCon,Office,2.0,0.0,1.0,230.24223467,0.0,11.0,33.457380881,0
3069,16700,86076.0,130341.0,DebtCon,ProfExe,12.0,0.0,0.0,295.95433961,0.0,18.0,28.447992405,0
1632,11700,62400.0,78000.0,DebtCon,Office,20.0,0.0,0.0,216.06666667,2.0,24.0,,1
2911,16000,66395.0,85782.0,DebtCon,Other,1.0,2.0,1.0,99.519217551,1.0,25.0,33.20696963,0
1625,11700,59932.0,80313.0,HomeImp,Office,14.0,0.0,0.0,238.48646158,0.0,32.0,44.474917703,0
560,7500,45864.0,57799.0,DebtCon,,7.0,,0.0,65.57119786,,16.0,33.865745347,0
866,8700,76510.0,108130.0,DebtCon,Office,2.0,0.0,0.0,252.84392821,1.0,37.0,17.414859614,0
4729,25000,19600.0,71000.0,DebtCon,Other,,2.0,2.0,93.333333333,2.0,26.0,,0
5683,40800,127034.0,198587.0,DebtCon,Mgr,,1.0,0.0,186.5429439,0.0,25.0,35.400021279,0
267,5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.49959288,0.0,12.0,38.750562668,0
1760,12000,48189.0,53969.0,DebtCon,Other,5.0,0.0,0.0,276.38174269,0.0,18.0,65.495243152,1
415,6500,58689.0,72557.0,DebtCon,Other,0.0,0.0,1.0,94.00805286,2.0,18.0,34.898413066,0
1206,10000,36000.0,68800.0,DebtCon,Other,13.0,0.0,0.0,118.66666667,6.0,15.0,,1
788,8400,37256.0,45956.0,DebtCon,Other,1.0,0.0,0.0,214.44323,1.0,6.0,31.24524851,1
5161,27700,83300.0,,HomeImp,Mgr,20.0,1.0,4.0,247.93333333,1.0,19.0,,1
1629,11700,63724.0,82252.0,DebtCon,Office,13.0,0.0,0.0,233.24887936,3.0,37.0,40.075275838,0
5553,35500,142713.0,196335.0,DebtCon,ProfExe,21.0,0.0,0.0,191.86611752,1.0,22.0,35.647442566,0
5543,35000,31000.0,50000.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,,0
1492,11100,17430.0,68499.0,DebtCon,ProfExe,20.0,0.0,2.0,403.96540093,1.0,12.0,21.758642612,0
2079,13100,50552.0,59889.0,DebtCon,Other,4.0,0.0,0.0,178.61236257,0.0,13.0,38.763313808,0
1539,11300,56651.0,71353.0,HomeImp,Other,29.0,1.0,2.0,176.91298776,1.0,24.0,38.544441857,0
5753,43700,5137.0,67256.0,HomeImp,Office,,0.0,0.0,306.99537109,0.0,18.0,16.678676413,0
4905,25800,70804.0,106892.0,DebtCon,ProfExe,12.0,0.0,0.0,291.07202753,1.0,33.0,40.772283258,0
5611,37900,150044.0,202894.0,HomeImp,ProfExe,5.0,0.0,0.0,156.03392791,0.0,30.0,36.311407672,0
701,8100,19772.0,39431.0,DebtCon,Other,0.0,0.0,1.0,82.335287775,1.0,12.0,20.342467722,1
3286,17500,56647.0,78000.0,DebtCon,ProfExe,11.0,3.0,2.0,92.3,7.0,29.0,,1
2597,15000,62100.0,40000.0,DebtCon,ProfExe,1.0,0.0,0.0,111.6,2.0,13.0,,1
5185,27900,113843.0,156282.0,DebtCon,ProfExe,7.0,0.0,0.0,109.95962619,2.0,27.0,33.942464847,0
3816,20000,87800.0,163800.0,,Mgr,14.0,2.0,6.0,244.06666667,,25.0,,1
5208,28200,76011.0,129352.0,DebtCon,Office,1.0,0.0,0.0,302.80326065,0.0,23.0,36.390473606,0
5244,28500,49461.0,83352.0,DebtCon,Other,21.0,0.0,0.0,210.02505835,0.0,26.0,37.301764099,0
4568,23900,70694.0,95718.0,HomeImp,Office,11.0,0.0,0.0,138.16735959,0.0,13.0,38.561206281,0
3697,19500,92663.0,152627.0,HomeImp,ProfExe,3.0,0.0,0.0,106.7126279,0.0,16.0,35.367656803,0
1529,11200,153103.0,181849.0,HomeImp,Office,6.0,0.0,0.0,186.249507,0.0,55.0,33.995565356,0
2466,14800,76875.0,95893.0,DebtCon,Other,4.0,2.0,0.0,88.754574794,0.0,21.0,24.224695417,0
1455,11000,49000.0,66922.0,DebtCon,Other,11.0,0.0,2.0,91.0,3.0,32.0,,1
4877,25600,46000.0,80000.0,DebtCon,Other,,0.0,0.0,135.9,2.0,19.0,,1
813,8500,79484.0,87893.0,DebtCon,Other,1.0,0.0,0.0,123.61880309,1.0,10.0,35.759083852,0
1795,12200,57785.0,72971.0,DebtCon,Other,2.0,0.0,0.0,166.89946021,1.0,16.0,34.709643927,0
3892,20400,153958.0,195834.0,DebtCon,Other,9.0,0.0,0.0,,1.0,15.0,31.134624378,0
1682,11900,81849.0,105403.0,HomeImp,ProfExe,5.0,0.0,1.0,82.639505382,1.0,34.0,36.50598321,0
1216,10100,,25300.0,DebtCon,Other,,1.0,0.0,122.3,1.0,5.0,,1
745,8300,47000.0,78320.0,HomeImp,Other,18.0,0.0,0.0,195.83333333,1.0,17.0,,0
4049,21200,70096.0,108632.0,HomeImp,Other,4.0,0.0,0.0,200.01491752,1.0,13.0,29.641286443,0
4773,25000,59841.0,108620.0,,Self,20.0,0.0,0.0,101.46666667,0.0,4.0,,1
3779,20000,85704.0,94200.0,DebtCon,ProfExe,2.0,1.0,0.0,123.9,0.0,20.0,,0
3530,18600,20915.0,40098.0,,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,0
4581,23900,,151738.0,,,,,,,,,16.426394706,0
2265,13800,,44092.0,HomeImp,Mgr,5.0,,,173.87586768,,10.0,20.682377402,0
5476,33000,138000.0,190000.0,DebtCon,ProfExe,22.0,0.0,0.0,188.16666667,1.0,22.0,,0
3041,16500,94920.0,118156.0,DebtCon,Other,9.0,0.0,0.0,295.28552348,2.0,18.0,32.171631931,0
3383,18000,65836.0,100292.0,HomeImp,ProfExe,22.0,0.0,0.0,237.10163194,0.0,24.0,36.33819671,0
1900,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0,141.61314558,2.0,26.0,40.74903888,0
3303,17600,72232.0,103081.0,DebtCon,Other,1.0,0.0,0.0,143.96715312,0.0,18.0,36.309962492,0
4470,23300,61496.0,102823.0,HomeImp,ProfExe,18.0,0.0,0.0,649.74710438,1.0,24.0,20.872560266,0
4316,22400,81617.0,125950.0,DebtCon,Other,9.0,0.0,0.0,289.51969874,1.0,16.0,35.513658504,0
5363,30500,124225.0,181129.0,DebtCon,Mgr,11.0,0.0,0.0,189.43917118,2.0,28.0,43.168391726,0
2284,13900,95351.0,117381.0,DebtCon,Office,12.0,0.0,0.0,210.20212954,0.0,11.0,41.011001372,0
5624,38200,92227.0,143087.0,DebtCon,Other,13.0,0.0,0.0,61.178335051,1.0,36.0,40.329542416,0
2804,15700,87754.0,103045.0,HomeImp,Other,21.0,0.0,0.0,147.45017701,4.0,23.0,29.181742636,0
5367,30600,231344.0,284199.0,DebtCon,ProfExe,7.0,0.0,1.0,202.52860351,0.0,29.0,15.823900056,0
3696,19500,51333.0,77732.0,,,,,,,,,37.398316563,0
2625,15100,,53238.0,DebtCon,Other,,,,350.96116447,,16.0,34.055847665,0
593,7500,57213.0,92458.0,HomeImp,Office,28.0,0.0,0.0,243.15711917,1.0,16.0,23.992353351,0
3731,19700,139534.0,172125.0,DebtCon,Other,0.0,0.0,0.0,101.94351853,6.0,17.0,32.761083981,1
567,7500,72097.0,69408.0,HomeImp,Sales,4.0,1.0,0.0,155.39196223,1.0,23.0,41.600983364,0
2246,13800,73688.0,94071.0,DebtCon,Office,9.0,0.0,0.0,221.22314273,2.0,28.0,41.482142965,0
3051,16600,102543.0,119493.0,DebtCon,Office,3.0,0.0,0.0,276.69318517,0.0,33.0,29.284071859,0
2811,15700,58410.0,89082.0,DebtCon,Office,29.0,0.0,0.0,211.80567437,0.0,21.0,31.058372507,0
1633,11700,63914.0,93707.0,DebtCon,Other,7.0,3.0,0.0,162.57983695,2.0,51.0,69.480650392,1
302,5900,,66903.0,,,,,,,,,32.782926828,0
4680,24600,,146804.0,,,,,,,,,17.263534849,0
3572,18800,70102.0,99841.0,HomeImp,ProfExe,10.0,0.0,0.0,68.168572872,0.0,16.0,32.853794362,0
4790,25100,28778.0,50872.0,DebtCon,Other,28.0,0.0,0.0,304.19515319,,12.0,31.599464331,0
3182,17100,100082.0,119585.0,DebtCon,ProfExe,1.0,0.0,0.0,147.91580911,0.0,29.0,34.734277161,0
4362,22700,75354.0,106186.0,DebtCon,Other,,0.0,0.0,175.33937624,1.0,24.0,38.256593617,0
4286,22400,103000.0,132500.0,DebtCon,Mgr,10.0,2.0,0.0,187.73333333,5.0,18.0,,0
1698,12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0,102.20427433,0.0,22.0,27.17193008,0
5634,38900,198749.0,270751.0,DebtCon,ProfExe,4.0,0.0,0.0,245.89544438,0.0,32.0,29.622368686,0
3476,18300,12169.0,93564.0,HomeImp,Other,13.0,0.0,1.0,274.48139853,0.0,23.0,30.269218177,0
5776,46200,117227.0,174882.0,DebtCon,Self,12.0,0.0,0.0,195.64118682,0.0,5.0,40.621619276,0
4627,24300,50826.0,68199.0,DebtCon,Other,7.0,0.0,0.0,71.1819889,1.0,19.0,36.496201084,0
3399,18000,62000.0,160800.0,HomeImp,ProfExe,15.0,0.0,0.0,129.83333333,1.0,11.0,,1
3791,20000,74368.0,105000.0,DebtCon,Other,,0.0,0.0,180.6,2.0,25.0,,0
5685,40900,18760.0,69373.0,DebtCon,Other,19.0,0.0,0.0,211.6988199,1.0,31.0,39.922586879,0
4261,22200,93947.0,116176.0,DebtCon,Self,2.0,0.0,0.0,205.02940851,2.0,26.0,34.93940311,0
799,8500,64665.0,72376.0,HomeImp,Other,4.0,0.0,0.0,70.934880772,3.0,20.0,40.309041225,0
