index,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,y
26072,30,Private,208668,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,25,United-States,0
13304,53,Private,103931,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
40265,38,Private,58108,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
37879,51,Private,274528,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
40981,27,Private,131310,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1
31876,41,Private,341204,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
5800,33,Local-gov,173005,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,45,United-States,1
15503,20,Private,190227,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,0
26881,65,,36039,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,1
29584,59,State-gov,349910,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,50,United-States,1
2378,49,Self-emp-not-inc,155659,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
3432,18,,284450,11th,7,Never-married,,Own-child,White,Male,0,0,25,United-States,0
911,60,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
33563,19,Private,163072,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,34,United-States,0
500,58,Self-emp-inc,186791,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,1
7317,40,Private,193459,Assoc-acdm,12,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Outlying-US(Guam-USVI-etc),0
34629,54,Private,156003,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
29230,20,Private,108887,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
16100,30,Local-gov,131776,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
7320,48,Private,97176,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
14774,23,Private,114939,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
29985,20,,38455,HS-grad,9,Never-married,,Other-relative,White,Male,0,0,40,United-States,0
28307,33,Private,174215,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,1
41333,56,Self-emp-not-inc,233312,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
6305,21,Local-gov,300812,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
9233,42,Private,208875,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,El-Salvador,1
29236,36,Local-gov,247807,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1
22624,52,Self-emp-not-inc,194995,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,1
37454,45,Local-gov,33798,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
34204,21,,148294,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
34658,26,Private,150062,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
25398,37,Self-emp-not-inc,218249,11th,7,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States,0
40229,52,Private,165681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19673,67,Self-emp-not-inc,139960,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
3762,22,Private,237386,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
28367,39,State-gov,152023,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39419,30,Private,176969,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
7536,58,Private,41374,HS-grad,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
18357,57,Private,139290,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,0
10337,42,Self-emp-not-inc,133584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,0
28729,23,Private,306601,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,0
4593,35,Private,187625,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,0
12058,37,Private,238959,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
6908,50,Private,155574,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
40909,19,Private,146679,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,0
12195,22,Private,203182,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,20,United-States,0
4875,54,Self-emp-inc,162439,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,98,United-States,1
20609,62,Private,24515,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
31266,48,Federal-gov,102359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
31395,28,Private,105817,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
16421,52,,134447,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,0
40264,61,Self-emp-inc,61040,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States,1
29265,43,Private,39581,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,45,United-States,0
14675,42,Private,79586,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
36942,29,Private,196227,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
5905,20,Private,381357,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,0
22684,57,Private,201159,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,0
1153,27,Private,55390,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,0
15118,37,Private,426350,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1
23648,28,Self-emp-not-inc,195607,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
23647,45,Private,431245,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
7699,44,Private,302424,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,0
32482,43,State-gov,118544,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
30266,76,Private,199949,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,13,United-States,0
37449,47,Private,188694,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1
26606,37,Private,176014,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
12327,28,Private,292536,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
17946,28,Private,115677,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,1
12717,45,Self-emp-not-inc,44671,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
21734,36,Local-gov,339772,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
4673,19,Private,456572,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,35,United-States,0
19437,22,Private,376393,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
4414,47,Private,187563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
36841,52,Self-emp-not-inc,154728,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
3398,47,Private,251508,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,0
41145,69,Self-emp-not-inc,349022,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,0
1238,60,Federal-gov,404023,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,40,United-States,1
40432,62,Local-gov,123749,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
10595,22,Private,48988,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
27739,50,Federal-gov,32801,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,1
377,60,Local-gov,195409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,52,United-States,1
31775,30,Private,135785,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
32581,42,Local-gov,266135,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,1
13658,57,Private,168447,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
32749,51,,295538,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
34417,60,,88675,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
27230,40,Private,352612,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
13465,41,Self-emp-inc,117721,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,0
30061,37,Private,166497,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
502,45,Private,223999,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,1
29940,54,Private,145548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27268,42,Self-emp-not-inc,52781,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
5718,48,Private,155509,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,16,Trinadad&Tobago,0
10722,37,Federal-gov,203070,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
40495,63,Private,165775,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,21,United-States,0
32081,27,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0
41111,26,Private,303973,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,Mexico,0
43228,38,Local-gov,252250,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,1
41389,25,Private,330850,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,0
2794,59,Private,318450,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
434,60,,160155,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,12,United-States,0
4455,64,,267198,Prof-school,15,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,0
40042,59,Private,172667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
23576,19,Private,199495,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
17965,26,Private,100125,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,0,0,30,United-States,0
27788,42,Private,280167,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
14980,40,Private,146659,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
28444,47,Private,177087,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,2444,50,United-States,1
29983,36,Private,103605,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
15106,34,Private,252646,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,1
31365,44,Private,106982,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,70,United-States,0
27558,26,Private,389856,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
7282,28,Private,291789,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,50,United-States,0
41722,42,Private,335846,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,0
30710,45,Private,462440,11th,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States,0
8179,60,Private,82388,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,0
25932,38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,0
40995,34,Local-gov,143766,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
32009,25,Self-emp-not-inc,195000,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
15122,26,Private,206199,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
35249,34,Private,220840,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0
6350,55,Private,248841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
8054,44,Private,112517,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,1
16158,61,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
21650,24,Private,190015,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
49,21,Private,157893,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,0
20083,38,Private,158363,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
9459,34,Private,203408,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
9860,44,Private,651702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,0
19645,29,Private,183627,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
33170,20,Private,298635,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,Philippines,0
20180,55,Self-emp-not-inc,200939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0
6997,35,Private,327164,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,1
12733,50,Local-gov,139296,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
37638,44,Private,223194,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1485,40,Haiti,0
31895,53,Self-emp-not-inc,35295,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,1
15340,45,Private,142909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
11722,45,Federal-gov,211399,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
1915,30,Private,399522,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
21234,73,,99349,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,15,United-States,0
35575,24,Private,88824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
33967,29,Private,357781,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
20713,28,Private,207513,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,42,United-States,1
31195,40,Private,233130,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,0
22303,39,Private,154897,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,0
39428,38,Federal-gov,216924,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
14059,26,Private,213385,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0
18783,49,Private,168216,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
2544,29,Private,57617,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,0
37850,25,Self-emp-not-inc,60828,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,50,United-States,0
42822,24,Private,136687,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,0
41303,48,Private,94461,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,0
41769,46,Private,357338,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
21717,40,Private,247469,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,1
31533,17,Private,202521,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
19619,56,,128900,Some-college,10,Widowed,,Not-in-family,Black,Female,0,0,40,United-States,0
26550,41,Federal-gov,185616,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,0
7191,49,Private,28791,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
374,33,Private,119176,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
21287,44,Private,355728,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,45,England,0
8420,52,Self-emp-not-inc,168553,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
27768,31,State-gov,77634,Preschool,1,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,0
23750,24,Private,209417,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,60,United-States,1
4748,36,Private,162424,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
3437,51,State-gov,82504,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36104,24,Private,149457,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
36718,47,Private,235683,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
1539,25,Private,203570,HS-grad,9,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States,0
40863,41,Self-emp-not-inc,209344,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,40,Cuba,0
39706,42,Private,144002,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
24736,52,Private,129177,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,2824,20,United-States,1
36374,52,Private,186303,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,Canada,1
40804,61,Local-gov,176753,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,0
25882,61,Private,172037,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
28192,52,Private,389270,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1
8279,29,Self-emp-not-inc,229341,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1
10809,56,Self-emp-inc,24127,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,1
35770,45,Self-emp-not-inc,162923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
9078,59,Self-emp-not-inc,114760,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,1
16279,48,Federal-gov,50567,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
15487,22,Private,279041,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,0
31454,51,Private,112310,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
38722,43,Federal-gov,53956,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,1
1021,54,Self-emp-inc,175339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,1
39357,60,Private,183162,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
685,74,State-gov,117017,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,16,United-States,0
31919,49,Federal-gov,420282,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
40704,43,Private,108682,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
40488,49,Self-emp-inc,106169,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
277,23,Private,120601,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
39553,44,Self-emp-inc,220230,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,48,United-States,0
25936,55,,105582,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,0
11203,27,Local-gov,151626,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
23517,18,Private,187790,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
28580,32,Self-emp-inc,195447,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
14433,28,Private,217545,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,,0
10326,27,Private,275110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,United-States,1
1799,30,Private,341187,7th-8th,4,Separated,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,0
30670,25,Local-gov,187792,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0
12137,30,Federal-gov,356689,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Japan,0
19310,31,Private,204752,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
24697,47,Private,44671,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
4243,26,Private,177147,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States,0
14702,40,Private,234633,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
62,33,Local-gov,100734,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United-States,0
19376,21,Private,177420,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,0
13764,25,Self-emp-not-inc,191803,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
43923,63,,186809,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,1
42130,46,Self-emp-inc,116338,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
9031,20,Private,157541,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,27,United-States,0
40509,58,Private,34169,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,25,United-States,1
41441,35,Self-emp-inc,187693,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,1
30483,32,Private,226883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,0
41703,73,Private,33493,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,3,United-States,0
38006,46,Private,185291,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,1
19729,65,Private,31924,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,0
38571,34,Private,171159,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0
21628,20,,195075,Some-college,10,Never-married,,Own-child,White,Female,0,0,30,United-States,0
23165,20,Private,115824,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1573,40,United-States,0
755,40,Private,145441,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,1
28343,40,Private,205195,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
7493,42,Local-gov,569930,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
14333,20,Private,233198,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
37579,65,Self-emp-not-inc,169435,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,1
